Date,entry_time,Token,cycle_id,Vol Buy (C4),Profit (C4),Margin (C4) %,Margin C1 %,Margin C2 %,Margin C3 %
2025-12-02,2025-12-02 14:10:41,7Wyggv5eayo6bMaK4Z3WpGoMCNUFh4fCjcXSztGrpump,"('Ar2Y6o_7Wyggv_1764659441000',)",0.422761479,0.01371913600000002,3.245124421565386,-52.96,0.97,-15.36
2025-12-02,2025-12-02 14:48:08,B1sPn76LWSWRnxSz8ES8TSnrohvBzTaKU4fFJcJBpump,"('Ar2Y6o_B1sPn7_1764661688000',)",0.56754222,-0.17057581299999997,-30.05517598320702,-17.37,-11.21,-17.5
2025-12-02,2025-12-02 16:06:40,AHiy88VMPVPyS9w4avBwhxMW7hLBqLaasCzxjdxxpump,"('Ar2Y6o_AHiy88_1764666400000',)",0.6765601969999999,5.768261704,852.5866182458856,-38.14,-61.76,-30.22
2025-12-02,2025-12-02 16:14:13,4162i3cvZtW49TVU5LuJzGe2G8vJtKYwRZUyNvZspump,"('Ar2Y6o_4162i3_1764666853000',)",1.002674688,0.4019656500000002,40.08933852731308,-19.27,-1.63,-20.14
2025-12-02,2025-12-02 18:13:09,gAGQTXhFSydHCkYb1ipoybQykPitbGrHkx2jeXrpump,"('Ar2Y6o_gAGQTX_1764673989000',)",0.814602042,-0.09763228099999999,-11.985273294956949,-17.32,-11.7,-25.33
2025-12-02,2025-12-02 20:10:15,Fc5iuCUKegve4v3jVVr6AsTHvn1wFL74HNy2krGgpump,"('Ar2Y6o_Fc5iuC_1764681015000',)",0.510785987,-0.09774909199999998,-19.13699562787731,-62.98,-23.37,-20.16
2025-12-02,2025-12-02 21:04:43,H1oA37oHXp6WFRygKxLd7Bua3Kfzew8bKy2kTMSKpump,"('Ar2Y6o_H1oA37_1764684283000',)",0.7764428099999999,0.05774744700000012,7.437437278864121,-8.58,1.55,-17.11
2025-12-02,2025-12-02 22:32:55,9AdFNgXZE58Ltw3mtdzUQSS5KrV8iVLaKAbspXnCpump,"('Ar2Y6o_9AdFNg_1764689575000',)",0.5593428800000001,0.4419627919999999,79.01464518507856,-12.34,-0.38,-31.81
2025-12-02,2025-12-02 23:05:52,6j8da9yqUVHJtpjdf55sjVyKCo1W8Tvd57g2xynBpump,"('Ar2Y6o_6j8da9_1764691552000',)",0.8627391489999999,0.4004061200000001,46.41102938983474,-13.15,-0.48,-35.26
2025-12-03,2025-12-03 01:37:54,DxJW43jU6kguZxtS9DVeXJpozMQnAtey3BoiRWuQpump,"('Ar2Y6o_DxJW43_1764700674000',)",0.547778868,0.007070799000000072,1.290812664208155,-12.56,2.77,-34.28
2025-12-03,2025-12-03 03:00:09,EUsHgBLW3T8dgUDj6zABQquW3qGweme9nWytBNowpump,"('Ar2Y6o_EUsHgB_1764705609000',)",0.305943326,0.209890768,68.60446042218943,-52.08,-34.45,-29.22
2025-12-03,2025-12-03 03:46:15,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764708375000',)",1.323454856,0.44821407700000004,33.866971356671655,-16.79,1.74,-30.5
2025-12-03,2025-12-03 05:35:50,EFvVPzMDaYtJLqv7bVhMLV7YkxVZp7CB9qpPtqWLpump,"('Ar2Y6o_EFvVPz_1764714950000',)",0.388186453,0.044548509999999986,11.476059933497986,-21.2,-1.77,-45.81
2025-12-03,2025-12-03 06:31:52,FTkL2qw6fbLeB9TWwh4HafzcdyLxtMx5bfiNQxV1pump,"('Ar2Y6o_FTkL2q_1764718312000',)",0.339769125,-0.02139609800000003,-6.297246107926973,-15.22,-4.7,-17.74
2025-12-03,2025-12-03 07:18:59,6N5Bi3sUz6UbfSadsFAodNFBBHo9FHLiT4FBdbdkpump,"('Ar2Y6o_6N5Bi3_1764721139000',)",0.900395244,0.17398249799999999,19.32290282066394,-26.83,-29.03,-22.78
2025-12-03,2025-12-03 08:21:03,6YhzyXQQUWni5ErddewZrkw9W55dYevQmo1teppjpump,"('Ar2Y6o_6YhzyX_1764724863000',)",0.930152283,-0.04076085399999996,-4.382169967753544,-20.12,-5.11,-14.82
2025-12-03,2025-12-03 08:51:05,gAGQTXhFSydHCkYb1ipoybQykPitbGrHkx2jeXrpump,"('Ar2Y6o_gAGQTX_1764726665000',)",0.4848445429999999,0.02200779300000011,4.539144209776145,-11.99,-8.59,-21.37
2025-12-03,2025-12-03 09:35:02,CRCTEPK5gT1cKMoKR1cumjruwhZ2J5jKzGckgCAFG9EK,"('Ar2Y6o_CRCTEP_1764729302000',)",0.7099192990000001,-0.161841373,-22.797150778683083,-29.16,-14.79,-43.28
2025-12-03,2025-12-03 11:48:52,BHV5SrPszkDksja75hKJR4TzuxrmXUptm8eQaPeDpump,"('Ar2Y6o_BHV5Sr_1764737332000',)",0.7375739069999999,0.11882458100000004,16.110193144346148,-9.38,-20.81,-51.85
2025-12-03,2025-12-03 12:03:24,7gFduiNFdW7NAXR9VmEGzhE93XVPoMun81gJyJzBpump,"('Ar2Y6o_7gFdui_1764738204000',)",0.490007308,0.03449865899999999,7.0404376499625565,-9.23,2.89,-61.57
2025-12-03,2025-12-03 12:36:42,CRCTEPK5gT1cKMoKR1cumjruwhZ2J5jKzGckgCAFG9EK,"('Ar2Y6o_CRCTEP_1764740202000',)",0.547125918,0.07987162300000006,14.598398718153954,-14.79,-43.28,-22.8
2025-12-03,2025-12-03 12:38:26,J3HHqL57ZcKLB5BBUGFESSxrqRjxm8oMZyRzodURpump,"('Ar2Y6o_J3HHqL_1764740306000',)",0.493558948,0.030945948000000056,6.269959875188011,-39.65,-19.77,-20.05
2025-12-03,2025-12-03 13:11:14,GFZbSbL44yr3u2zwU1MECgWvdHEbmCrdG1aPfbRtpump,"('Ar2Y6o_GFZbSb_1764742274000',)",0.7273429090000001,0.08537933899999994,11.7385263461749,-7.81,-24.21,-35.7
2025-12-03,2025-12-03 15:24:38,5NyoAHerm7YistjLFTi1ykmZCgcNtc3rbHw2tv8Apump,"('Ar2Y6o_5NyoAH_1764750278000',)",1.016203592,0.045062610999999864,4.43440776580131,-11.21,-17.93,-25.76
2025-12-03,2025-12-03 17:19:03,59wTRSCJJYL4phdpNB33G8hvpQiRv2AmYFtRDa5Apump,"('Ar2Y6o_59wTRS_1764757143000',)",0.62538665,0.011070742999999994,1.7702237487800536,-65.08,0.33,-51.99
2025-12-03,2025-12-03 17:32:42,32CdQdBUxbCsLy5AUHWmyidfwhgGUr9N573NBUrDpump,"('Ar2Y6o_32CdQd_1764757962000',)",0.713959718,0.24144986299999993,33.8184153689186,-11.35,-13.95,-26.54
2025-12-03,2025-12-03 17:43:23,AHmm7xHar2RqBAFJ6xB83yoCSui2AUPWa6vGBgGgpump,"('Ar2Y6o_AHmm7x_1764758603000',)",0.809789932,-0.10241112699999999,-12.646628829660479,-9.74,-2.93,-21.78
2025-12-03,2025-12-03 19:39:16,Fc5iuCUKegve4v3jVVr6AsTHvn1wFL74HNy2krGgpump,"('Ar2Y6o_Fc5iuC_1764765556000',)",0.369332439,0.02453295299999997,6.642512384350828,-23.37,-20.16,-19.14
2025-12-03,2025-12-03 20:50:03,CjFu6r8y8VaSAyQ8d5MLs4EouzKVypfwtCLFc7Akpump,"('Ar2Y6o_CjFu6r_1764769803000',)",0.51726845,-0.006587949000000037,-1.273603483839008,-16.12,-5.55,-19.61
2025-12-03,2025-12-03 21:00:18,AoKgjNMumZ2JjHFaGnrcKSnuTTRqrHWdKHhPMhzjpump,"('Ar2Y6o_AoKgjN_1764770418000',)",0.847958955,0.10708963800000004,12.629106322722903,-9.24,-6.78,-19.85
2025-12-03,2025-12-03 22:36:24,2fNt5v4XVJ3oxavRf5fVe7A4gShVkSPQzRrV3wSepump,"('Ar2Y6o_2fNt5v_1764776184000',)",0.86943252,0.025790376999999975,2.966346025336155,-10.01,-0.05,-77.26
2025-12-04,2025-12-04 02:18:40,EXeg6SLxiy7jRBFC67kMW1kZeSGPEvYEqDHLbyzJpump,"('Ar2Y6o_EXeg6S_1764789520000',)",1.832927547,0.43856940099999986,23.927263339885844,-8.65,-3.83,-30.86
2025-12-04,2025-12-04 03:25:41,DQFpZ6bx7fyv22CU3QXw4HtCJHJjVesjpmVuaRSLpump,"('Ar2Y6o_DQFpZ6_1764793541000',)",0.8031556749999998,-0.37234625899999985,-46.36040939385754,-40.95,-9.68,-48.26
2025-12-04,2025-12-04 05:08:03,DQFpZ6bx7fyv22CU3QXw4HtCJHJjVesjpmVuaRSLpump,"('Ar2Y6o_DQFpZ6_1764799683000',)",0.6191006800000001,0.19744933399999998,31.892927980631512,-9.68,-48.26,-46.36
2025-12-04,2025-12-04 05:36:40,CtgwY4goBEeLy1ngq2jUvRLhDx4oAuCCQGo9iCqRpump,"('Ar2Y6o_CtgwY4_1764801400000',)",0.7388803369999999,0.13416669400000014,18.158108597766105,-29.16,-9.15,-21.7
2025-12-04,2025-12-04 08:17:06,iFtdeYK2NM3VdgLcoX9ERwPnJR3n1Tk3RNwhdpqpump,"('Ar2Y6o_iFtdeY_1764811026000',)",0.455762719,0.021971458,4.820810716639595,-11.28,2.6,-28.08
2025-12-04,2025-12-04 11:11:21,HxJgR5dV8JbvsjHTfHQuc7yyQ2Q1Pz5u7S866S9Epump,"('Ar2Y6o_HxJgR5_1764821481000',)",0.3624293879999999,-0.06806500999999993,-18.780212712772602,-9.13,-2.2,-13.01
2025-12-04,2025-12-04 13:06:52,6qjp6gjfrYBi2prQCtsSHWEG8cvm8Zuu5CotRYdBpump,"('Ar2Y6o_6qjp6g_1764828412000',)",0.500048273,-0.059541067999999975,-11.907064020597062,-20.53,-3.92,-15.99
2025-12-04,2025-12-04 13:09:35,3BRC7ZfRXXfXNFwYkQr1dJCPNZKDRYc4n7KGwrtzpump,"('Ar2Y6o_3BRC7Z_1764828575000',)",0.5811772780000001,-0.04486615400000005,-7.719874072571716,-9.87,-3.28,-24.83
2025-12-04,2025-12-04 16:46:40,BNCykVSh4i8qn86ppSEsRNiQkJwH7jQfP1gakfEHpump,"('Ar2Y6o_BNCykV_1764841600000',)",0.847598956,-0.03310053300000004,-3.905211629354584,-19.26,-33.11,-30.71
2025-12-04,2025-12-04 18:38:22,G2ZzkLiVnCHk7gAHkx4NQNaxTqEpkA474Hk5opVgpump,"('Ar2Y6o_G2ZzkL_1764848302000',)",0.582544507,0.0019966919999999666,0.34275355376408456,-8.04,-8.17,-44.9
2025-12-04,2025-12-04 19:41:15,AHmm7xHar2RqBAFJ6xB83yoCSui2AUPWa6vGBgGgpump,"('Ar2Y6o_AHmm7x_1764852075000',)",0.988648723,-0.024113977999999925,-2.4390845240589996,-50.09,0.45,-15.49
2025-12-04,2025-12-04 20:43:05,AWhsnTdcBp46mSnqWBBzGY5BKhQxWHAh3RhiM43ypump,"('Ar2Y6o_AWhsnT_1764855785000',)",1.123932168,-0.23955789700000008,-21.314266449574568,-8.27,1.12,-16.39
2025-12-04,2025-12-04 21:57:12,6FZj2B5LFRoccLVvWKS1SEC6txiUEGUHS4WgurGLpump,"('Ar2Y6o_6FZj2B_1764860232000',)",0.530630523,-0.02840704599999999,-5.35345118094535,-34.93,2.45,-20.45
2025-12-04,2025-12-04 22:47:44,AHmm7xHar2RqBAFJ6xB83yoCSui2AUPWa6vGBgGgpump,"('Ar2Y6o_AHmm7x_1764863264000',)",0.789616549,-0.06446469399999999,-8.164050523211614,-15.49,-2.44,-13.54
2025-12-04,2025-12-04 23:13:05,FmW1rrUdC3L4aN6usotGvs1bRndveVpHeckQZ5Vjpump,"('Ar2Y6o_FmW1rr_1764864785000',)",0.488760255,-0.11676597699999997,-23.8902357148496,-11.87,-11.56,-42.66
2025-12-05,2025-12-05 00:19:17,GidwWCMcdm8xwnQF26oZhXsLUNwwPT7TAjvvNiRRpump,"('Ar2Y6o_GidwWC_1764868757000',)",1.0740945039999998,-0.25818741499999986,-24.03768141802166,-9.48,-1.03,-48.98
2025-12-05,2025-12-05 00:26:03,4TeYeiiu4iWRW5v8qUwfajPcqGEgBhJDf78oKtAcpump,"('Ar2Y6o_4TeYei_1764869163000',)",0.7961480200000001,-0.32012871500000006,-40.20969806594508,-13.29,-4.91,-25.56
2025-12-05,2025-12-05 00:58:39,MamxpvRnaMizqB9uo6nJFMMkWEJ1jpfznuHXdwVpump,"('Ar2Y6o_Mamxpv_1764871119000',)",0.54315799,-0.0071967299999999845,-1.3249791280802083,-28.9,-48.73,-15.93
2025-12-05,2025-12-05 01:59:27,BJhEEwhGoXosDe4Y4XivneE8pUsH9y34aPdHhy7Mpump,"('Ar2Y6o_BJhEEw_1764874767000',)",0.3557879469999999,-0.08764775699999988,-24.63483030806547,-39.5,-31.55,-28.86
2025-12-05,2025-12-05 02:34:16,MamxpvRnaMizqB9uo6nJFMMkWEJ1jpfznuHXdwVpump,"('Ar2Y6o_Mamxpv_1764876856000',)",0.6663835939999999,0.047947067000000065,7.195115160653261,-15.93,-1.32,-22.95
2025-12-05,2025-12-05 03:22:33,d1PXzrWJuHgGUmM8vxVtTg3hifTZa6eGqdnLtjGpump,"('Ar2Y6o_d1PXzr_1764879753000',)",0.68311848,0.19377085000000005,28.36562846316206,-13.37,-2.13,-35.16
2025-12-05,2025-12-05 03:52:06,AVA5upeshfxGCBDyZ347ADXt7yZvNxZRfR4THn9Tpump,"('Ar2Y6o_AVA5up_1764881526000',)",0.871228061,0.09546096299999995,10.95705789026462,-42.46,-9.54,-48.05
2025-12-05,2025-12-05 04:34:43,CZme2ojn1mfgA3xQYnHZBvnMzZZyRTenVZj7QyYzpump,"('Ar2Y6o_CZme2o_1764884083000',)",0.420873669,0.15014811900000002,35.67534157143958,-30.34,-20.99,-16.81
2025-12-05,2025-12-05 05:52:23,FmW1rrUdC3L4aN6usotGvs1bRndveVpHeckQZ5Vjpump,"('Ar2Y6o_FmW1rr_1764888743000',)",0.32727144,-0.015548362000000038,-4.750907075790065,-11.56,-42.66,-23.89
2025-12-05,2025-12-05 06:46:28,4TeYeiiu4iWRW5v8qUwfajPcqGEgBhJDf78oKtAcpump,"('Ar2Y6o_4TeYei_1764891988000',)",0.4594925019999999,-0.0074650609999999396,-1.6246317333813516,-40.21,-3.72,-21.28
2025-12-05,2025-12-05 07:10:23,AVA5upeshfxGCBDyZ347ADXt7yZvNxZRfR4THn9Tpump,"('Ar2Y6o_AVA5up_1764893423000',)",0.387296887,0.13641462599999998,35.22223663006101,-19.01,-1.69,-61.82
2025-12-05,2025-12-05 09:16:46,5NyoAHerm7YistjLFTi1ykmZCgcNtc3rbHw2tv8Apump,"('Ar2Y6o_5NyoAH_1764901006000',)",0.5856957749999999,-0.1301320549999999,-22.21837010861141,-8.17,-22.43,-19.0
2025-12-05,2025-12-05 10:28:04,EaX1w1JrWbc6utxA7oyMec9Rcwkuwvwic2oZZWFapump,"('Ar2Y6o_EaX1w1_1764905284000',)",0.978984566,-0.21719846599999992,-22.18609705844943,-13.84,-21.27,-13.11
2025-12-05,2025-12-05 10:29:09,5NyoAHerm7YistjLFTi1ykmZCgcNtc3rbHw2tv8Apump,"('Ar2Y6o_5NyoAH_1764905349000',)",0.5794537310000001,0.06081112299999991,10.494560608843488,-22.43,-19.0,-22.22
2025-12-05,2025-12-05 11:10:56,6aiRs7g6K5sj3DzoyEnbtn8J4TMRnoXVsckP5YTDpump,"('Ar2Y6o_6aiRs7_1764907856000',)",0.36804126,-0.07772535799999997,-21.118653381417065,-20.79,-8.78,-69.18
2025-12-05,2025-12-05 17:10:09,rUrkrVYyx6Hv6hkyp3vgYXFdEgH6DTtheTEfQ44pump,"('Ar2Y6o_rUrkrV_1764929409000',)",1.132410947,0.16074691000000008,14.195103855703021,-18.27,-3.66,-13.67
2025-12-05,2025-12-05 19:08:26,D8ezSnpTQDH3dMnkr4ZNK59uoYmXFU3G7fQrQkGXpump,"('Ar2Y6o_D8ezSn_1764936506000',)",0.753807267,-0.08190480499999997,-10.865483603781703,-14.45,-18.37,-27.84
2025-12-05,2025-12-05 20:24:46,EaX1w1JrWbc6utxA7oyMec9Rcwkuwvwic2oZZWFapump,"('Ar2Y6o_EaX1w1_1764941086000',)",1.214415337,0.18397165500000012,15.148989756212222,-21.27,-13.11,-22.19
2025-12-05,2025-12-05 20:29:33,HZuuE46Jq3YiH95WyWCWrGjyXEZ1zVx81Mv1ddxEpump,"('Ar2Y6o_HZuuE4_1764941373000',)",0.894440421,-0.06680398099999996,-7.46880165873004,-17.45,-5.23,-13.43
2025-12-05,2025-12-05 23:10:47,46xkeTGs3drJE2FTSf1ASnd5SRwVGmF8EzSPUmuipump,"('Ar2Y6o_46xkeT_1764951047000',)",1.503658705,-0.05540372100000002,-3.684594171255106,-33.17,-2.9,-15.51
2025-12-06,2025-12-06 00:27:32,GEREH9DjSzpuMv1bp8FLZnLFb6L612do8fiaJvpcpump,"('Ar2Y6o_GEREH9_1764955652000',)",0.5094148919999999,-0.06014853399999992,-11.807376451805798,-23.97,-19.7,-19.0
2025-12-06,2025-12-06 01:13:55,9f67n48GG7JK6PMRkGkMJF3AxDBFpVcXhUw9R6ZYpump,"('Ar2Y6o_9f67n4_1764958435000',)",0.380049619,-0.07400467100000002,-19.472370790615113,-68.77,-19.34,-38.52
2025-12-06,2025-12-06 01:34:28,EXeg6SLxiy7jRBFC67kMW1kZeSGPEvYEqDHLbyzJpump,"('Ar2Y6o_EXeg6S_1764959668000',)",1.14540417,-0.04063774499999995,-3.5478956742404693,-11.07,-9.34,-17.53
2025-12-06,2025-12-06 02:39:04,4ucU3qSRKve9SxTdDfQQCtg4pMKAqh9yk6Pbkiq7pump,"('Ar2Y6o_4ucU3q_1764963544000',)",0.310052866,-0.04345372399999997,-14.014940277958912,-23.96,-8.44,-41.74
2025-12-06,2025-12-06 03:02:20,B84LXQhEQBGVQCXf92okxZBnxeXrmqAHxgdxn2dspump,"('Ar2Y6o_B84LXQ_1764964940000',)",0.627896588,0.840836342,133.91318858385003,-50.64,-8.09,-62.57
2025-12-06,2025-12-06 03:46:25,4gmvi8Kg2bVchKAziV1j2yDtHXj268AtSYYyMToBpump,"('Ar2Y6o_4gmvi8_1764967585000',)",1.557251351,2.1345777640000003,137.07342508511977,-63.72,-7.09,-24.45
2025-12-06,2025-12-06 07:33:12,E85FFUEYL2p8RiwTKwocxAGxXzTfLZx5jjGx82S5pump,"('Ar2Y6o_E85FFU_1764981192000',)",1.7076620500000002,0.09748987899999983,5.708967942456754,-28.39,-14.35,-14.12
2025-12-06,2025-12-06 08:38:12,4gmvi8Kg2bVchKAziV1j2yDtHXj268AtSYYyMToBpump,"('Ar2Y6o_4gmvi8_1764985092000',)",1.668720763,-0.019474192999999973,-1.1670132853737358,-34.05,-8.0,-35.56
2025-12-06,2025-12-06 09:35:28,5vVgxo5SY9s5rCy4xkGTw4bkcyyJktaCk9YgPSfJpump,"('Ar2Y6o_5vVgxo_1764988528000',)",0.6263861439999999,0.5375531400000001,85.81817224871439,-21.18,-33.46,-33.04
2025-12-06,2025-12-06 12:25:33,2AcoivEF8Afrotgjo46HPFk5B5SbKrLSTH2PEVYWpump,"('Ar2Y6o_2Acoiv_1764998733000',)",0.963040999,0.31665312700000015,32.88054478768875,-14.36,-2.83,-29.96
2025-12-06,2025-12-06 12:51:11,32VMaanHdugVWEtCdFdpGQFwwpYHYy1sVAeyN9LYpump,"('Ar2Y6o_32VMaa_1765000271000',)",0.678383917,0.04119655700000002,6.072749658067147,-14.81,-10.44,-13.65
2025-12-06,2025-12-06 14:50:55,3LVfFfLKDMSTb3KaeRhW3oXZkNFDeXkNqwRpx7r1XufA,"('Ar2Y6o_3LVfFf_1765007455000',)",0.5177058449999999,0.0511885150000001,9.887567523986544,-12.28,-48.99,-34.18
2025-12-06,2025-12-06 18:13:18,DXQakgBj8faNm4z9dDjhSJq8Eqxz5TMVAG6m2pUNTh5k,"('Ar2Y6o_DXQakg_1765019598000',)",0.347374764,0.020616744999999992,5.935015187228739,-16.01,-15.26,-22.16
2025-12-06,2025-12-06 18:47:40,Ahsa7P2ciT3kpgC5LxjQAPZfFwns6vJTQ1r2Ac4Spump,"('Ar2Y6o_Ahsa7P_1765021660000',)",1.980984134,0.9028240270000001,45.57452084066011,-17.85,1.37,-22.06
2025-12-06,2025-12-06 20:48:44,A7nvzVWsgs5iRLX5zsSyT1yqDypgFaWGJ7hfYFA2pump,"('Ar2Y6o_A7nvzV_1765028924000',)",1.121292588,0.03856488199999997,3.439323724487151,-33.04,-43.02,-20.71
2025-12-06,2025-12-06 22:28:17,CdV8J2aWU4B8LyL2LpC6aWPooZrKx1hTR6CpSjqpump,"('Ar2Y6o_CdV8J2_1765034897000',)",0.5029986320000001,-0.007495189000000069,-1.4901012693012787,-30.19,-22.54,-15.37
2025-12-06,2025-12-06 23:56:25,2fkv2zWdTbVqyvSWYeDJ2tqDVu9Xeai4ZmzqoZzppump,"('Ar2Y6o_2fkv2z_1765040185000',)",0.975911242,0.04620088199999994,4.734127450496153,-17.62,-2.87,-28.41
2025-12-07,2025-12-07 00:24:53,Bm75utdgjbbqJ7e3iXywrCVP1pchHhAqVa2x7U68pump,"('Ar2Y6o_Bm75ut_1765041893000',)",1.476336311,-0.24197364500000007,-16.390143844399425,-40.19,-8.17,-18.12
2025-12-07,2025-12-07 00:26:57,fsK5ETgU1WZC3Ga8husnSSaYk9rvsS7BT9oJH46pump,"('Ar2Y6o_fsK5ET_1765042017000',)",0.790631041,0.10886953700000002,13.769954802470247,-7.61,-4.54,-14.04
2025-12-07,2025-12-07 00:55:36,Bm75utdgjbbqJ7e3iXywrCVP1pchHhAqVa2x7U68pump,"('Ar2Y6o_Bm75ut_1765043736000',)",1.2617671790000002,1.7182574119999996,136.1786421930697,-8.17,-18.12,-16.39
2025-12-07,2025-12-07 00:58:47,8swELGECCZae8DaNY56VXKsNkNf3tqJJyom4DPQDpump,"('Ar2Y6o_8swELG_1765043927000',)",0.575983385,0.16554202399999995,28.74076376352418,-16.51,-29.26,-34.96
2025-12-07,2025-12-07 01:42:18,4cUjAyayza8r7fo4VoR71DNSsiVgw6zQdEdeYQG7RDvS,"('Ar2Y6o_4cUjAy_1765046538000',)",0.527615038,-0.010160151999999978,-1.925675211706149,-7.86,-10.84,-36.69
2025-12-07,2025-12-07 04:16:35,FVcMs7GEVWmcs9beeaSxz6VhqJUGukEfTBsNGGfKpump,"('Ar2Y6o_FVcMs7_1765055795000',)",1.471954398,-0.10337313600000009,-7.022849086932113,-23.65,-0.93,-39.92
2025-12-07,2025-12-07 08:23:52,9kHgyibtuDyFByrXwRo7dBc4DLg2pt63JLP9dg8Hpump,"('Ar2Y6o_9kHgyi_1765070632000',)",1.145315421,-0.262831915,-22.948430640226228,-62.44,0.15,-46.44
2025-12-07,2025-12-07 08:45:55,69AhobbhbDNsdAxqx2pc8Z4jGYmBhWGNhfkZMjpwpump,"('Ar2Y6o_69Ahob_1765071955000',)",0.701165897,0.08291420599999999,11.825190921970922,-49.08,-3.0,-13.15
2025-12-07,2025-12-07 09:14:01,8eec1aDNuWwekviLKbHfnqHNCLvm3n5KSWL3oxPupump,"('Ar2Y6o_8eec1a_1765073641000',)",0.845609272,0.28935227500000005,34.21820036523914,-31.9,-15.38,-53.53
2025-12-07,2025-12-07 12:25:52,9Q3UUxiSHdNPazeBTriH4vaH4hCpdMv5iDVqyAfQpump,"('Ar2Y6o_9Q3UUx_1765085152000',)",1.234165412,-0.19373863400000002,-15.69794714033033,-15.56,-42.5,-36.86
2025-12-07,2025-12-07 14:20:12,9EBwiacwAqHvWv4SxhbbUQCCvYRetG1xptCs1MZkpump,"('Ar2Y6o_9EBwia_1765092012000',)",0.3990560019999999,-0.004534036999999935,-1.1361906542630917,-10.17,-5.27,-15.39
2025-12-07,2025-12-07 17:45:55,E58m3WsEmGcKVeiKL8bqnMAT9BsB6RvNHCiiz6aLpump,"('Ar2Y6o_E58m3W_1765104355000',)",0.713271454,0.29534121599999996,41.40656608977372,-26.57,2.37,-13.5
