Date,Time,Token,cycle_id,Vol Buy,Profit,Margin (C4) %,Sum Margin (C1+C2+C3) %
2025-12-01,2025-12-01 19:14:48,DyALZCQehchYYcff6AWyrGMCRyfYfy9sxSJ37nQLpump,"('Ar2Y6o_DyALZC_1764591288000',)",0.351633594,-0.056336810000000015,-16.02145271705752,-22.66
2025-12-01,2025-12-01 19:23:18,B4U3h3QryEjBFbSLUDQC1QnVg5E1WC3f5PP3Tfiqpump,"('Ar2Y6o_B4U3h3_1764591798000',)",0.5099279150000001,-0.12193582500000011,-23.912365142826133,-31.51
2025-12-01,2025-12-01 19:30:06,5sb2N9TuognPT2nWUk9ciA9BkMnvYF9h2Pmi7CQNpump,"('Ar2Y6o_5sb2N9_1764592206000',)",0.639770619,0.036813651999999975,5.754195473612391,-11.52
2025-12-01,2025-12-01 20:00:35,7SVqEHvmSVup3eZ82xW8SB4zWi4V9VsDL5oRLPXzpump,"('Ar2Y6o_7SVqEH_1764594035000',)",0.6546704,0.07466550999999999,11.405053596435701,-12.3
2025-12-01,2025-12-01 20:11:56,BWqkzz9uZ1aWcPR9JtxXBJgcdeHwFRiWYwTLhK6jpump,"('Ar2Y6o_BWqkzz_1764594716000',)",1.164015492,0.09919986699999983,8.522211919152003,-42.62
2025-12-01,2025-12-01 20:22:42,FqKdy3CtWSKKiJa8aaUbSbSmVhBKz3EiM52Et242pump,"('Ar2Y6o_FqKdy3_1764595362000',)",1.89401221,0.08127899299999997,4.291365840772482,-51.55
2025-12-01,2025-12-01 20:23:21,G2ZzkLiVnCHk7gAHkx4NQNaxTqEpkA474Hk5opVgpump,"('Ar2Y6o_G2ZzkL_1764595401000',)",1.493577886,0.04758253599999995,3.1858088182754436,-13.93
2025-12-01,2025-12-01 20:26:42,Bc1YbpiFZPnLfqvSgMNZHVqc5zwFrUtNeYpY5s8upump,"('Ar2Y6o_Bc1Ybp_1764595602000',)",0.320193654,0.1318012,41.1629644602513,-70.92
2025-12-01,2025-12-01 20:31:09,HacHT8s1vGNGf1kwZCUNufvZM9cQvLE6rknrRUx2rJj3,"('Ar2Y6o_HacHT8_1764595869000',)",1.7570705830000002,0.414224256,23.574707812406643,-25.26
2025-12-01,2025-12-01 21:27:17,Bc1YbpiFZPnLfqvSgMNZHVqc5zwFrUtNeYpY5s8upump,"('Ar2Y6o_Bc1Ybp_1764599237000',)",0.350621899,-0.05407671200000003,-15.423084568941892,-40.16
2025-12-01,2025-12-01 21:28:35,G2ZzkLiVnCHk7gAHkx4NQNaxTqEpkA474Hk5opVgpump,"('Ar2Y6o_G2ZzkL_1764599315000',)",1.172389676,0.627575781,53.529623626607226,-12.93
2025-12-01,2025-12-01 21:34:08,6asQf5Wo5dhqfZ5ChkFkedrFd7korSqk7Apz2v64pump,"('Ar2Y6o_6asQf5_1764599648000',)",0.880563731,0.013949078000000004,1.584107715197278,-20.54
2025-12-01,2025-12-01 22:21:45,3Ja8T7CQwybnauxGSPVZ17RUXHSfCTRDxxuuhhMEpump,"('Ar2Y6o_3Ja8T7_1764602505000',)",0.497089546,-0.021358355999999967,-4.296681789401374,-44.42
2025-12-01,2025-12-01 22:27:29,5sb2N9TuognPT2nWUk9ciA9BkMnvYF9h2Pmi7CQNpump,"('Ar2Y6o_5sb2N9_1764602849000',)",0.5519028699999999,-0.08165258099999995,-14.79473752328919,-10.1
2025-12-01,2025-12-01 22:40:29,3Ja8T7CQwybnauxGSPVZ17RUXHSfCTRDxxuuhhMEpump,"('Ar2Y6o_3Ja8T7_1764603629000',)",0.432648331,0.0074661670000000235,1.7256895416060263,-72.17
2025-12-01,2025-12-01 22:41:19,BWqkzz9uZ1aWcPR9JtxXBJgcdeHwFRiWYwTLhK6jpump,"('Ar2Y6o_BWqkzz_1764603679000',)",1.27154459,0.325852445,25.626505555735168,-49.97
2025-12-01,2025-12-01 23:17:26,4EmBkXxf2uAhbY68TJK9VT4PXTuP672EwJvpRrvopump,"('Ar2Y6o_4EmBkX_1764605846000',)",0.750797592,-0.012086500999999972,-1.6098214923417034,-67.85
2025-12-01,2025-12-01 23:30:48,EHvGhUxaXZaUsKzLNk8mv8eLrMPiBBij5RvxNV8pump,"('Ar2Y6o_EHvGhU_1764606648000',)",0.627267559,-0.17026872399999998,-27.144512984450387,-31.38
2025-12-01,2025-12-01 23:53:49,9ePnezKiW6eKGfH8BGarfNRYtM4bi2q7u2AisP6xpump,"('Ar2Y6o_9ePnez_1764608029000',)",0.478743856,0.08777885899999993,18.335245016700522,-12.09
2025-12-02,2025-12-02 00:03:15,AF1WXPafV4rGD38G1fs7kMH1an9HXNtigKaJqWRBpump,"('Ar2Y6o_AF1WXP_1764608595000',)",1.709163259,-0.47864728200000006,-28.004772480309914,-43.79
2025-12-02,2025-12-02 00:22:58,9mGtWvoGgRuUiFvyBJSVEdsA8T4sk4BpeQ9qYq3Kpump,"('Ar2Y6o_9mGtWv_1764609778000',)",1.793252243,-0.17464212700000004,-9.738848936713698,-23.88
2025-12-02,2025-12-02 00:32:15,9mGtWvoGgRuUiFvyBJSVEdsA8T4sk4BpeQ9qYq3Kpump,"('Ar2Y6o_9mGtWv_1764610335000',)",1.682930477,0.05209849599999994,3.095701023423794,-30.64
2025-12-02,2025-12-02 00:46:16,9mGtWvoGgRuUiFvyBJSVEdsA8T4sk4BpeQ9qYq3Kpump,"('Ar2Y6o_9mGtWv_1764611176000',)",1.683381335,-0.49089928699999996,-29.161502316407706,-24.25
2025-12-02,2025-12-02 00:46:52,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764611212000',)",1.026270958,0.12345707700000008,12.029676572022813,-28.86
2025-12-02,2025-12-02 00:51:15,3Ja8T7CQwybnauxGSPVZ17RUXHSfCTRDxxuuhhMEpump,"('Ar2Y6o_3Ja8T7_1764611475000',)",0.3628533759999999,-0.06839540099999991,-18.84932193658298,-65.62
2025-12-02,2025-12-02 01:03:05,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764612185000',)",1.0074539850000002,0.011886316999999869,1.179837211125813,-22.98
2025-12-02,2025-12-02 01:15:59,9oHXQN1P5L7aitWD1hfFgGwqwcETouXWsLsoQXEfpump,"('Ar2Y6o_9oHXQN_1764612959000',)",0.490242432,-0.16016125400000003,-32.669806517278374,-48.51
2025-12-02,2025-12-02 01:16:27,9mGtWvoGgRuUiFvyBJSVEdsA8T4sk4BpeQ9qYq3Kpump,"('Ar2Y6o_9mGtWv_1764612987000',)",1.349063044,-0.431751409,-32.00379781510048,-35.8
2025-12-02,2025-12-02 01:39:24,9oHXQN1P5L7aitWD1hfFgGwqwcETouXWsLsoQXEfpump,"('Ar2Y6o_9oHXQN_1764614364000',)",0.37819579,0.01335127900000005,3.530255849754449,-86.18
2025-12-02,2025-12-02 01:47:29,3dsv6FBAtMTi3JECVytSauYqrU6Q4gJqQRT7eUm5pump,"('Ar2Y6o_3dsv6F_1764614849000',)",0.953629567,0.030877920999999975,3.237936623246495,-16.41
2025-12-02,2025-12-02 01:54:15,5aBqMQiLZMphfg8bdkey5MVJAxb9JNfUhkKNdH6epump,"('Ar2Y6o_5aBqMQ_1764615255000',)",0.6406165349999999,0.10004400200000008,15.616831057912062,-65.48
2025-12-02,2025-12-02 02:16:16,AF1WXPafV4rGD38G1fs7kMH1an9HXNtigKaJqWRBpump,"('Ar2Y6o_AF1WXP_1764616576000',)",1.398636628,-0.06548207699999997,-4.681850574272246,-69.82
2025-12-02,2025-12-02 02:32:11,FUY2ThcGoR9FJaQd19e5Ynw8QbG2vsHJx8VFNZWcpump,"('Ar2Y6o_FUY2Th_1764617531000',)",0.859902187,-0.23097031300000004,-26.860068097489332,-13.53
2025-12-02,2025-12-02 02:35:31,9oHXQN1P5L7aitWD1hfFgGwqwcETouXWsLsoQXEfpump,"('Ar2Y6o_9oHXQN_1764617731000',)",0.365195086,-0.03144511900000002,-8.61049893754595,-61.46
2025-12-02,2025-12-02 02:46:10,DCuSbyagtJykMdjvL4pbbLjQg4cQFb45NysAYb6Spump,"('Ar2Y6o_DCuSby_1764618370000',)",0.794483326,-0.21279122900000003,-26.783599106018247,-28.68
2025-12-02,2025-12-02 02:46:22,9LawdvPSsgx6ratQLfmVTWj2WyRbf23ngpDBJNVfpump,"('Ar2Y6o_9Lawdv_1764618382000',)",0.8121038899999999,-0.08590872599999999,-10.578538910828268,-46.65
2025-12-02,2025-12-02 02:48:59,AF1WXPafV4rGD38G1fs7kMH1an9HXNtigKaJqWRBpump,"('Ar2Y6o_AF1WXP_1764618539000',)",1.239265157,-0.11154847999999995,-9.001179398122943,-60.34
2025-12-02,2025-12-02 02:50:27,neHoyEgZbZMrYhnfmgqz7ie9b14rAJ7pr5mQq2Qpump,"('Ar2Y6o_neHoyE_1764618627000',)",0.633113569,0.39636377099999986,62.605477185721135,-17.75
2025-12-02,2025-12-02 02:56:02,7SVqEHvmSVup3eZ82xW8SB4zWi4V9VsDL5oRLPXzpump,"('Ar2Y6o_7SVqEH_1764618962000',)",0.46612515,0.40432094900000004,86.74085682782832,-37.59
2025-12-02,2025-12-02 03:11:02,HxoHqGYMTMKwMnyFEjJZG9dP7siNJZrSbjaWNaDupump,"('Ar2Y6o_HxoHqG_1764619862000',)",1.534438357,0.11280929799999995,7.35182990475778,-14.62
2025-12-02,2025-12-02 03:12:31,CSrwNk6B1DwWCHRMsaoDVUfD5bBMQCJPY72ZG3Nnpump,"('Ar2Y6o_CSrwNk_1764619951000',)",1.380300685,0.14186384000000007,10.277749010897583,-16.29
2025-12-02,2025-12-02 03:21:17,DVRdAvdRaaukYCcwtUbUU2t9bzGgwsKuaAPPjGKFpump,"('Ar2Y6o_DVRdAv_1764620477000',)",1.2416587229999998,-0.4533595829999998,-36.51241477244467,-31.54
2025-12-02,2025-12-02 03:24:03,391jwEiwX1wMbZcTbbTuV34NcS3E8PdjMVysXLTFpump,"('Ar2Y6o_391jwE_1764620643000',)",0.303783753,-0.007859116,-2.587075813761508,-44.45
2025-12-02,2025-12-02 03:32:16,F4bGsbhRDR98DfNQtvVxLGMgGwRYiMszoxSLDfugpump,"('Ar2Y6o_F4bGsb_1764621136000',)",0.279711644,0.06611541500000001,23.63699060021971,-55.05
2025-12-02,2025-12-02 04:12:55,9LawdvPSsgx6ratQLfmVTWj2WyRbf23ngpDBJNVfpump,"('Ar2Y6o_9Lawdv_1764623575000',)",0.6187782019999999,-0.058831115999999906,-9.507625803534674,-59.42
2025-12-02,2025-12-02 04:23:33,6KXjdTtGqXMawUqcAypAYXCdav7rXQYZjDyejfjQpump,"('Ar2Y6o_6KXjdT_1764624213000',)",1.105083758,0.148148972,13.406130614761963,-31.78
2025-12-02,2025-12-02 04:33:49,G2ZzkLiVnCHk7gAHkx4NQNaxTqEpkA474Hk5opVgpump,"('Ar2Y6o_G2ZzkL_1764624829000',)",1.373736834,-0.5882870370000001,-42.82385260698339,-32.51
2025-12-02,2025-12-02 04:37:35,2PbB4Bx8K3yypg7GGjy8QCpgxcQUYHdTzNFmdL6Apump,"('Ar2Y6o_2PbB4B_1764625055000',)",1.56221204,-0.013454942999999941,-0.861275080174132,-14.33
2025-12-02,2025-12-02 04:43:53,4XqkJYF69xh7w1DvXYX5gmaYrTmDZKViZqSi7LPJpump,"('Ar2Y6o_4XqkJY_1764625433000',)",1.074875891,-0.0002994290000000177,-0.027857076571086447,-17.66
2025-12-02,2025-12-02 04:44:37,GEzfzX4G2UkspEuYQB4dfdKwEBPmUhgqLFRUYAanpump,"('Ar2Y6o_GEzfzX_1764625477000',)",0.4361089079999999,0.026394148000000117,6.052191898818109,-21.67
2025-12-02,2025-12-02 05:28:50,HTSH7oPkcRoQ9eEvMHEsZmieeffp6M52wSy1XAuopump,"('Ar2Y6o_HTSH7o_1764628130000',)",0.960847328,-0.010982608999999921,-1.1430129095389359,-10.79
2025-12-02,2025-12-02 05:31:42,2jVQJJbhgVDuemdsc76R8dqAA7KVnHRxSrVZ2VH1pump,"('Ar2Y6o_2jVQJJ_1764628302000',)",0.668526054,0.425443338,63.639006356512176,-117.55
2025-12-02,2025-12-02 05:33:42,FqKdy3CtWSKKiJa8aaUbSbSmVhBKz3EiM52Et242pump,"('Ar2Y6o_FqKdy3_1764628422000',)",1.353126678,0.022606163000000068,1.6706612446229567,-48.38
2025-12-02,2025-12-02 05:36:20,3g5JDnTmWvXzpT7dUxb73gT8yuMxodPUBX7F73Cupump,"('Ar2Y6o_3g5JDn_1764628580000',)",0.6277170470000001,0.10921030999999992,17.398015638087315,-21.67
2025-12-02,2025-12-02 05:40:50,CGXv23X3RPcMiNprC7YzZHAfr9aU2jBGxy1iHrTnpump,"('Ar2Y6o_CGXv23_1764628850000',)",0.332454676,-0.04827423200000003,-14.520545350969897,-15.52
2025-12-02,2025-12-02 05:41:07,3ni26V4GwAitUkVmwrjdRBC3htCu7GjzK2pS7b9cpump,"('Ar2Y6o_3ni26V_1764628867000',)",1.2870768499999998,-0.21807244699999973,-16.943234353100188,-27.94
2025-12-02,2025-12-02 05:48:18,FUY2ThcGoR9FJaQd19e5Ynw8QbG2vsHJx8VFNZWcpump,"('Ar2Y6o_FUY2Th_1764629298000',)",0.773983777,0.209926618,27.122870561148726,-38.96
2025-12-02,2025-12-02 05:48:57,EHvGhUxaXZaUsKzLNk8mv8eLrMPiBBij5RvxNV8pump,"('Ar2Y6o_EHvGhU_1764629337000',)",0.953964624,-0.016175998999999996,-1.6956602575233435,-50.69
2025-12-02,2025-12-02 06:02:49,AF1WXPafV4rGD38G1fs7kMH1an9HXNtigKaJqWRBpump,"('Ar2Y6o_AF1WXP_1764630169000',)",1.0364049910000002,0.35081487999999994,33.84920789135798,-41.69
2025-12-02,2025-12-02 06:07:10,9LawdvPSsgx6ratQLfmVTWj2WyRbf23ngpDBJNVfpump,"('Ar2Y6o_9Lawdv_1764630430000',)",0.558644606,0.14859630600000007,26.599434489124928,-66.95
2025-12-02,2025-12-02 06:09:17,EbLRUhNtLTAifU2yHsmUppYwr5k77RvYJbfEggZFpump,"('Ar2Y6o_EbLRUh_1764630557000',)",0.574977936,-0.146855426,-25.541054152728393,-63.67
2025-12-02,2025-12-02 06:21:52,8jDvpfun6WwqpMZnbR8BRd8Xd94s1j22YWzvaQwJpump,"('Ar2Y6o_8jDvpf_1764631312000',)",0.769322219,-0.46116519499999997,-59.94434888406622,-15.19
2025-12-02,2025-12-02 06:27:38,2jVQJJbhgVDuemdsc76R8dqAA7KVnHRxSrVZ2VH1pump,"('Ar2Y6o_2jVQJJ_1764631658000',)",0.7874857279999999,0.006006791000000011,0.7627809351231838,-38.98
2025-12-02,2025-12-02 06:28:13,4R1fmhL8EsN9onrcM8DZxTd7WTWD2aiUNeQ4AddhzqBc,"('Ar2Y6o_4R1fmh_1764631693000',)",0.992755795,0.08480725999999994,8.542610421125765,-70.95
2025-12-02,2025-12-02 06:29:59,99dkd8uWbAPF4yjKBU42mxd8BP9bJMybuGkyb6Hapump,"('Ar2Y6o_99dkd8_1764631799000',)",0.965639591,0.12937906100000007,13.39827635546895,-23.02
2025-12-02,2025-12-02 06:35:05,DVRdAvdRaaukYCcwtUbUU2t9bzGgwsKuaAPPjGKFpump,"('Ar2Y6o_DVRdAv_1764632105000',)",0.908267746,-0.38413518,-42.29316539002146,-67.31
2025-12-02,2025-12-02 06:35:11,4R1fmhL8EsN9onrcM8DZxTd7WTWD2aiUNeQ4AddhzqBc,"('Ar2Y6o_4R1fmh_1764632111000',)",0.9991195,0.09419512799999985,9.427813990218372,-28.68
2025-12-02,2025-12-02 06:35:12,2JgL8u8tha5w9WTjVRh4PLjfLokuZKTGbsLsA8NpVfhH,"('Ar2Y6o_2JgL8u_1764632112000',)",0.5562531379999999,-0.18179273799999984,-32.68165617071986,-29.3
2025-12-02,2025-12-02 06:40:01,FefBQzgFmAynFwKAqfnyAXVv3bBXVgA1A2tuXEjbpump,"('Ar2Y6o_FefBQz_1764632401000',)",1.7443364360000002,-0.18334797500000022,-10.511044269673226,-12.28
2025-12-02,2025-12-02 06:51:04,tvaughYup6NgeYRAecHs6EFtDAa7h4gqAsEf7wbpump,"('Ar2Y6o_tvaugh_1764633064000',)",1.323155675,0.40489416,30.600644175901675,-34.04
2025-12-02,2025-12-02 06:52:38,9mGtWvoGgRuUiFvyBJSVEdsA8T4sk4BpeQ9qYq3Kpump,"('Ar2Y6o_9mGtWv_1764633158000',)",0.969431047,0.11096661699999988,11.446571403236673,-58.07
2025-12-02,2025-12-02 06:59:04,5vh2iBVFvX9ar9yuHUN7dz8Wo6J55cUZ1qg1prv9pump,"('Ar2Y6o_5vh2iB_1764633544000',)",0.306288145,-0.01074605900000003,-3.5084802253773257,-20.26
2025-12-02,2025-12-02 07:04:11,7CuUgAiG78ncWmkjpCkdHUP8fCwhomxGRroa7Jrppump,"('Ar2Y6o_7CuUgA_1764633851000',)",0.6982992530000001,0.06705014399999998,9.601921198102724,-13.47
2025-12-02,2025-12-02 07:06:10,CpQSR9rVG1THdqM9aKokeEmgKPCENVjD9868yT2zpump,"('Ar2Y6o_CpQSR9_1764633970000',)",1.626703978,0.02221268799999998,1.3655027774205135,-16.19
2025-12-02,2025-12-02 07:11:52,3ni26V4GwAitUkVmwrjdRBC3htCu7GjzK2pS7b9cpump,"('Ar2Y6o_3ni26V_1764634312000',)",1.0677325489999998,0.3753378430000003,35.15279583370651,-46.8
2025-12-02,2025-12-02 07:13:16,7awtJfPg1iGSobNTMS4ZMD3Y9BZYLrD2oW4qzbidpump,"('Ar2Y6o_7awtJf_1764634396000',)",0.954437963,0.03990415000000003,4.18090557447787,-83.26
